WineID,WineName,Type,Elaborate,Grapes,Harmonize,ABV,Body,Acidity,Code,Country,RegionID,RegionName,WineryID,WineryName,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
179386,Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Chicken']",13.5,Medium-bodied,High,US,United States,1925,Willamette Valley,60094,King Estate,5.39,0.31,0.8,4.8,0.32,19.34,250.94,1.0,2.99,1.31,14.65,3
179958,Estate Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",13.5,Medium-bodied,Medium,US,United States,1925,Willamette Valley,57871,Illahe,14.36,0.61,0.89,2.36,0.38,33.6,237.23,1.0,3.0,0.87,13.5,5
180268,Old Vine Zinfandel,Red,Varietal/100%,['Zinfandel'],"['Beef', 'Veal', 'Lamb', 'Poultry']",13.6,Very full-bodied,Medium,US,United States,1823,Lodi,55730,Maggio Family Vineyards,11.48,0.27,0.34,10.98,0.42,70.58,78.99,1.0,3.57,1.61,8.63,5
180300,Old Vine Zinfandel,Red,Varietal/>75%,"['Zinfandel', 'Petite Sirah', 'Mourvedre', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese']",15.5,Very full-bodied,Medium,US,United States,1848,Napa Valley,56878,Big Smooth,7.97,1.49,0.38,9.97,0.28,35.98,54.36,0.99,2.73,0.48,10.92,3
180712,Dry Creek Valley Zinfandel,Dessert,Varietal/100%,['Zinfandel'],"['Beef', 'Lamb', 'Poultry']",14.2,Very full-bodied,Medium,US,United States,1787,Dry Creek Valley,55314,Dashe,4.76,1.42,0.09,13.67,0.38,24.34,195.23,0.99,2.84,0.43,14.15,7
181199,Lauréne Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",14.0,Medium-bodied,High,US,United States,1788,Dundee Hills,55339,Domaine Drouhin,7.73,0.49,0.58,11.55,0.35,45.97,269.01,0.99,3.74,1.54,14.61,5
185481,Coyote Canyon Reserve Syrah,Red,Varietal/100%,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",15.5,Full-bodied,Medium,US,United States,1805,Horse Heaven Hills,55009,Columbia Crest,7.9,1.09,0.04,12.57,0.54,18.05,163.56,1.0,2.93,1.14,11.27,7
185866,Rosé of Pinot Noir,Rosé,Varietal/100%,['Pinot Noir'],"['Salad', 'Rich Fish', 'Shellfish', 'Poultry', 'Goat Cheese']",13.4,Medium-bodied,High,US,United States,1925,Willamette Valley,60098,Anne Amie Vineyards,12.76,1.33,0.47,4.8,0.04,6.39,167.77,1.0,3.55,1.47,12.29,3
186843,Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Chicken']",14.1,Medium-bodied,Medium,US,United States,1823,Lodi,53785,Van Ruiten,11.65,0.93,0.54,3.24,0.18,10.15,85.23,1.0,3.01,1.04,9.17,7
187359,Cabernet Sauvignon,Red,Varietal/100%,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese']",14.7,Very full-bodied,Medium,US,United States,1846,Mount Veeder,56298,Yates Family Vineyard,14.65,0.89,0.29,11.78,0.57,10.09,223.77,1.0,2.83,0.72,14.94,4
187681,Barrel Select Fumé Blanc,White,Varietal/100%,['Sauvignon Blanc'],"['Shellfish', 'Vegetarian', 'Goat Cheese']",12.0,Medium-bodied,High,US,United States,1852,New Mexico,52807,Aridus,9.67,0.46,0.59,12.62,0.54,11.79,58.93,1.0,3.02,1.69,9.62,6
188472,Pedroni Vineyard Cabernet Franc,Red,Varietal/100%,['Cabernet Franc'],"['Beef', 'Veal', 'Game Meat', 'Chicken', 'Maturated Cheese']",14.6,Medium-bodied,Medium,US,United States,1899,Sonoma County,58826,Amphora,5.44,0.24,0.03,15.36,0.28,10.86,97.6,0.99,3.64,1.66,14.6,9
190621,Premiere Napa Valley Cabernet Sauvignon,Red,Varietal/>75%,"['Cabernet Sauvignon', 'Malbec', 'Petit Verdot']","['Beef', 'Veal', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese']",14.8,Very full-bodied,High,US,United States,1846,Mount Veeder,56229,The Hess Collection,12.56,1.45,0.04,6.75,0.38,46.5,126.4,1.0,3.81,1.48,12.55,5
192515,Private Reserve Riesling,White,Varietal/100%,['Riesling'],"['Cold Cuts', 'Veal', 'Goat Cheese']",11.0,Light-bodied,High,CA,Canada,2204,Niagara Peninsula,65795,Peller Estates,13.13,1.45,0.82,6.14,0.17,13.91,149.65,1.0,3.78,0.76,12.25,8
193488,Pinot Noir,Red,Varietal/100%,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",12.5,Medium-bodied,Medium,NZ,New Zealand,2485,Marlborough,68922,Matua,10.74,1.05,0.36,12.17,0.12,25.54,74.6,1.0,3.22,1.3,11.59,6
195300,Zweigelt,Red,Varietal/100%,['Zweigelt'],"['Beef', 'Lamb', 'Game Meat', 'Pork']",12.5,Medium-bodied,High,AT,Austria,2082,Niederösterreich,62086,Schloss Gobelsburg,13.25,0.61,0.13,5.68,0.28,64.67,38.5,0.99,3.57,0.91,9.61,9
195476,Cuvée Alexander Rose de Pinot Extra Brut,Sparkling,Varietal/>75%,"['Pinot Noir', 'Cabernet Sauvignon']","['Appetizer', 'Snack', 'Shellfish', 'Rich Fish']",12.5,Medium-bodied,High,RU,Russia,2536,Taman Peninsula (Таманский полуостров),60337,Aristov,9.93,0.62,0.52,14.47,0.22,34.65,178.81,1.0,2.97,0.46,9.24,7
195831,Kormilitsa Red,Red,Assemblage/Blend,"['Cabernet Sauvignon', 'Limnio']","['Beef', 'Lamb', 'Spicy Food', 'Poultry']",14.1,Full-bodied,Medium,GR,Greece,2328,Chalkidiki,67523,Tsantali,10.27,1.19,0.77,13.39,0.35,48.4,87.68,1.0,3.08,1.86,9.54,5
196718,Select Rosé Brut,Sparkling,Assemblage/Blend,"['Pinot Blanc', 'Bianca', 'Muscat/Moscato', 'Saperavi', 'Müller-Thurgau']","['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']",12.5,Medium-bodied,High,RU,Russia,2536,Taman Peninsula (Таманский полуостров),60334,Château Tamagne,9.13,1.45,0.22,6.99,0.06,13.23,170.49,1.0,3.87,0.53,9.31,7
196838,Kallisto,White,Assemblage/Blend,"['Assyrtiko', 'Robola']","['Shellfish', 'Lean Fish', 'Poultry', 'Blue Cheese']",13.0,Full-bodied,High,GR,Greece,2344,Ilia,67626,Mercouri Estate,4.31,1.43,0.62,11.79,0.58,14.65,49.68,1.0,2.72,1.92,13.46,4
198580,The Falcon Pinot Gris,White,Varietal/100%,['Pinot Gris'],"['Pork', 'Spicy Food', 'Mushrooms', 'Vegetarian']",13.0,Medium-bodied,High,NZ,New Zealand,2485,Marlborough,69205,Lake Chalice,5.29,1.27,0.09,11.84,0.59,3.9,142.16,1.0,2.81,1.06,10.45,3
198581,Chateau Margaux 2022,Sparkling,Varietal/100%,['Chardonnay'],"['Beef', 'Poultry', 'Cheese']",9.0,Medium-bodied,High,NA,New Zealand,2396,Generic Region,18322,Generic Winery,4.25,1.55,0.83,3.76,0.12,14.02,92.1,1.0,3.26,0.8,12.28,4
198582,Opus One 2017,Sparkling,Assemblage/Blend,['Pinot Meunier'],"['Beef', 'Poultry', 'Cheese']",19.8,Very light-bodied,High,NA,Australia,2842,Generic Region,18838,Generic Winery,6.05,0.2,0.95,14.99,0.49,22.63,33.64,1.0,3.27,0.51,11.47,9
198583,Santa Margherita Pinot Grigio 2015,Rosé,Assemblage/Blend,['Syrah'],"['Beef', 'Poultry', 'Cheese']",15.6,Light-bodied,Medium,NA,Chile,1565,Generic Region,13843,Generic Winery,6.22,1.55,0.78,14.6,0.54,43.45,266.89,0.99,2.95,0.38,10.28,7
198584,Chateau Margaux 2019,White,Assemblage/Blend,['Sauvignon Blanc'],"['Beef', 'Poultry', 'Cheese']",19.5,Full-bodied,Low,NA,Portugal,2180,Generic Region,12062,Generic Winery,5.98,0.12,0.42,6.48,0.18,2.0,62.27,1.0,3.73,1.33,14.48,4
198585,Whispering Angel 2023,Red,Assemblage/Blend,['Syrah'],"['Beef', 'Poultry', 'Cheese']",11.3,Very full-bodied,High,NA,New Zealand,1725,Generic Region,18154,Generic Winery,10.73,0.67,0.97,13.25,0.44,17.75,78.47,0.99,3.62,0.49,11.08,5
198586,Chateau d'Yquem 2018,Red,Assemblage/Blend,['Malbec'],"['Beef', 'Poultry', 'Cheese']",10.2,Very full-bodied,High,NA,Spain,1524,Generic Region,19914,Generic Winery,12.34,1.42,0.62,5.0,0.07,33.41,67.82,1.0,3.85,0.85,8.85,3
198587,Silver Oak Cabernet 2023,Red,Varietal/100%,['Sangiovese'],"['Beef', 'Poultry', 'Cheese']",7.0,Very full-bodied,Low,NA,Italy,2382,Generic Region,18901,Generic Winery,10.13,0.73,0.22,2.39,0.21,67.95,97.47,1.0,3.61,0.92,14.8,6
198588,Whispering Angel 2016,Sparkling,Varietal/100%,['Chardonnay'],"['Beef', 'Poultry', 'Cheese']",8.9,Very light-bodied,High,NA,USA,1001,Generic Region,14737,Generic Winery,8.93,0.15,0.35,10.05,0.41,38.7,132.72,1.0,3.47,0.44,10.59,3
198589,Chateau d'Yquem 2016,Dessert/Port,Assemblage/Blend,['Sémillon'],"['Beef', 'Poultry', 'Cheese']",14.0,Very light-bodied,Low,NA,Chile,1463,Generic Region,19986,Generic Winery,11.09,1.12,0.02,8.23,0.14,46.81,55.35,1.0,3.2,1.89,8.96,6
198590,Catena Zapata Malbec 2016,Red,Varietal/100%,['Tempranillo'],"['Beef', 'Poultry', 'Cheese']",18.4,Medium-bodied,High,NA,Germany,1623,Generic Region,19208,Generic Winery,10.2,0.49,1.0,14.98,0.34,63.67,59.4,0.99,3.61,1.74,13.99,8
198591,Concha y Toro Casillero del Diablo 2018,Red,Varietal/100%,['Cabernet Sauvignon'],"['Beef', 'Poultry', 'Cheese']",9.1,Full-bodied,Medium,NA,Italy,2135,Generic Region,12557,Generic Winery,15.28,1.56,0.28,5.15,0.3,32.84,287.43,0.99,2.72,1.14,9.25,9
198592,Dom Perignon 2015,Rosé,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",13.6,Very full-bodied,High,NA,Chile,2799,Generic Region,13354,Generic Winery,9.21,0.63,0.65,10.57,0.52,17.34,147.27,1.0,3.7,0.37,14.96,8
198593,Santa Margherita Pinot Grigio 2019,Dessert/Port,Assemblage/Blend,['Furmint'],"['Beef', 'Poultry', 'Cheese']",16.7,Very full-bodied,Low,NA,USA,1301,Generic Region,10606,Generic Winery,15.56,1.38,0.29,6.34,0.51,23.5,53.97,1.0,3.92,1.48,11.99,4
198594,Meiomi Chardonnay 2016,White,Assemblage/Blend,['Chardonnay'],"['Beef', 'Poultry', 'Cheese']",18.0,Very light-bodied,High,NA,Chile,2199,Generic Region,17206,Generic Winery,7.52,1.31,0.81,13.52,0.55,37.31,147.93,1.0,3.54,1.49,13.57,6
198595,Vega Sicilia Unico 2016,Rosé,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",14.5,Medium-bodied,Low,NA,Germany,1574,Generic Region,11148,Generic Winery,14.07,1.39,0.25,1.18,0.19,39.13,98.44,1.0,3.05,1.94,11.2,8
198596,Chateau d'Yquem 2017,Dessert/Port,Varietal/100%,['Touriga Nacional'],"['Beef', 'Poultry', 'Cheese']",19.6,Light-bodied,Medium,NA,Italy,1656,Generic Region,18311,Generic Winery,7.25,0.76,0.08,0.98,0.58,60.35,202.96,1.0,2.93,0.57,9.75,8
198597,Miraval Rosé 2019,Red,Varietal/100%,['Malbec'],"['Beef', 'Poultry', 'Cheese']",16.6,Very full-bodied,Medium,NA,Argentina,2986,Generic Region,13147,Generic Winery,10.79,0.34,0.12,5.69,0.06,7.69,94.13,1.0,2.93,0.33,13.34,7
198598,Silver Oak Cabernet 2019,Sparkling,Varietal/100%,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",15.0,Very full-bodied,Medium,NA,Spain,2246,Generic Region,16905,Generic Winery,15.2,0.85,0.54,10.79,0.37,68.02,273.22,1.0,3.53,1.66,12.74,5
198599,Silver Oak Cabernet 2015,Sparkling,Varietal/100%,['Pinot Meunier'],"['Beef', 'Poultry', 'Cheese']",17.7,Full-bodied,High,NA,USA,2440,Generic Region,13913,Generic Winery,6.48,0.51,0.21,6.22,0.03,44.9,101.24,1.0,3.2,1.46,10.38,5
198600,Whispering Angel 2018,Red,Assemblage/Blend,['Malbec'],"['Beef', 'Poultry', 'Cheese']",11.5,Medium-bodied,Low,NA,New Zealand,2443,Generic Region,10728,Generic Winery,13.64,0.52,0.18,11.78,0.49,71.33,122.77,1.0,3.71,0.88,14.52,7
198601,Dom Perignon 2021,Sparkling,Varietal/100%,['Pinot Meunier'],"['Beef', 'Poultry', 'Cheese']",16.8,Very light-bodied,Medium,NA,USA,2904,Generic Region,18787,Generic Winery,13.92,0.58,0.9,6.4,0.02,65.28,31.83,0.99,3.94,1.92,12.01,9
198602,Tignanello 2017,Dessert/Port,Assemblage/Blend,['Touriga Nacional'],"['Beef', 'Poultry', 'Cheese']",14.2,Very full-bodied,Low,NA,Argentina,2167,Generic Region,11062,Generic Winery,5.09,0.84,0.06,8.79,0.27,64.03,105.31,0.99,2.89,1.59,12.33,7
198603,Miraval Rosé 2023,Dessert/Port,Assemblage/Blend,['Furmint'],"['Beef', 'Poultry', 'Cheese']",16.2,Very full-bodied,Low,NA,Australia,2445,Generic Region,19580,Generic Winery,8.45,1.32,0.95,15.29,0.45,27.71,29.63,1.0,3.43,1.02,14.34,9
198604,Barefoot Moscato 2016,Rosé,Assemblage/Blend,['Syrah'],"['Beef', 'Poultry', 'Cheese']",7.7,Full-bodied,Low,NA,Portugal,2958,Generic Region,13072,Generic Winery,12.17,0.46,0.4,7.72,0.06,38.51,129.48,1.0,3.97,1.25,10.26,8
198605,Yellow Tail Shiraz 2019,Dessert/Port,Assemblage/Blend,['Furmint'],"['Beef', 'Poultry', 'Cheese']",16.0,Very light-bodied,Medium,NA,Portugal,2328,Generic Region,15645,Generic Winery,7.53,1.59,0.7,6.32,0.44,65.98,277.31,0.99,3.21,0.48,10.35,4
198606,Sassicaia 2022,Sparkling,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",10.5,Very full-bodied,Low,NA,Spain,2727,Generic Region,16042,Generic Winery,12.38,0.9,0.31,12.73,0.41,12.55,263.79,1.0,3.93,1.53,12.29,4
198607,Concha y Toro Casillero del Diablo 2016,White,Varietal/100%,['Chenin Blanc'],"['Beef', 'Poultry', 'Cheese']",9.1,Very light-bodied,Medium,NA,USA,1145,Generic Region,18415,Generic Winery,15.82,0.67,0.75,6.46,0.5,41.4,23.97,0.99,2.87,0.32,8.53,6
198608,Tignanello 2019,Red,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",14.2,Very full-bodied,Low,NA,Australia,1713,Generic Region,14178,Generic Winery,6.97,0.78,0.13,14.82,0.37,17.23,196.09,1.0,3.17,0.49,12.7,4
198609,Krug Grande Cuvee 2015,Rosé,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",14.3,Medium-bodied,Low,NA,USA,1623,Generic Region,12814,Generic Winery,4.35,1.23,0.62,11.09,0.14,10.68,10.12,0.99,3.47,0.97,11.06,9
198610,Chateau d'Yquem 2023,White,Assemblage/Blend,['Chardonnay'],"['Beef', 'Poultry', 'Cheese']",17.2,Full-bodied,Medium,NA,Argentina,2129,Generic Region,17730,Generic Winery,12.37,1.29,0.46,13.15,0.46,5.7,18.98,1.0,3.15,0.66,12.06,5
198611,Chateau Margaux 2023,Rosé,Varietal/100%,['Mourvèdre'],"['Beef', 'Poultry', 'Cheese']",14.6,Medium-bodied,Medium,NA,New Zealand,1899,Generic Region,19911,Generic Winery,8.94,1.41,0.52,15.1,0.37,16.89,238.57,0.99,3.15,0.35,11.84,7
198612,Apothic Red 2016,Red,Varietal/100%,['Sangiovese'],"['Beef', 'Poultry', 'Cheese']",11.3,Medium-bodied,Low,NA,Germany,1248,Generic Region,16190,Generic Winery,11.53,0.22,0.87,14.32,0.05,20.66,234.15,1.0,2.94,0.66,10.59,8
198613,Vega Sicilia Unico 2022,White,Assemblage/Blend,['Chenin Blanc'],"['Beef', 'Poultry', 'Cheese']",7.8,Medium-bodied,High,NA,Argentina,2026,Generic Region,11646,Generic Winery,14.13,1.22,0.03,13.52,0.22,29.2,35.68,1.0,2.94,1.26,13.88,8
198614,Apothic Red 2023,White,Varietal/100%,['Chenin Blanc'],"['Beef', 'Poultry', 'Cheese']",14.7,Full-bodied,Medium,NA,Italy,1232,Generic Region,19361,Generic Winery,5.04,0.91,0.59,11.71,0.26,10.06,86.31,1.0,3.54,1.27,10.49,7
198615,Catena Zapata Malbec 2015,Dessert/Port,Varietal/100%,['Sémillon'],"['Beef', 'Poultry', 'Cheese']",9.9,Full-bodied,Medium,NA,New Zealand,1822,Generic Region,19352,Generic Winery,4.96,0.89,0.41,15.24,0.08,29.25,280.36,1.0,3.76,0.74,9.2,5
198616,Cloudy Bay Sauvignon Blanc 2022,Red,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",17.9,Very full-bodied,Medium,NA,Germany,2141,Generic Region,18915,Generic Winery,10.09,0.46,0.11,9.7,0.18,42.27,49.68,1.0,3.39,0.39,10.36,4
198617,Vega Sicilia Unico 2016,Dessert/Port,Varietal/100%,['Sémillon'],"['Beef', 'Poultry', 'Cheese']",8.1,Very full-bodied,Low,NA,USA,1776,Generic Region,11994,Generic Winery,9.68,1.01,0.79,2.19,0.51,53.96,121.61,1.0,3.99,0.65,10.65,3
198618,Miraval Rosé 2023,Sparkling,Varietal/100%,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",17.4,Medium-bodied,Low,NA,Australia,1004,Generic Region,12898,Generic Winery,11.98,0.88,0.36,13.67,0.24,58.98,130.28,1.0,3.3,0.81,13.23,9
198619,Catena Zapata Malbec 2015,Red,Varietal/100%,['Tempranillo'],"['Beef', 'Poultry', 'Cheese']",12.0,Very full-bodied,High,NA,Argentina,2970,Generic Region,18389,Generic Winery,15.28,1.04,0.33,2.68,0.48,45.03,156.97,1.0,3.73,0.56,10.18,7
198620,Vega Sicilia Unico 2015,Rosé,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",14.4,Light-bodied,Low,NA,Germany,1864,Generic Region,16028,Generic Winery,5.33,1.37,0.13,6.52,0.48,11.64,70.88,1.0,3.64,1.39,12.86,6
198621,Yellow Tail Shiraz 2019,White,Assemblage/Blend,['Pinot Grigio'],"['Beef', 'Poultry', 'Cheese']",19.5,Light-bodied,Medium,NA,Germany,1140,Generic Region,17783,Generic Winery,10.07,1.02,0.02,13.59,0.56,41.12,203.15,1.0,3.62,0.56,12.03,4
198622,Antinori Solaia 2017,Red,Varietal/100%,['Sangiovese'],"['Beef', 'Poultry', 'Cheese']",19.1,Medium-bodied,High,NA,USA,1813,Generic Region,15732,Generic Winery,15.82,1.36,0.12,14.32,0.52,37.84,173.33,1.0,2.77,0.87,13.62,7
198623,Kim Crawford Pinot Noir 2017,White,Varietal/100%,['Riesling'],"['Beef', 'Poultry', 'Cheese']",14.0,Medium-bodied,Medium,NA,France,2926,Generic Region,18666,Generic Winery,12.85,0.78,0.22,7.34,0.09,13.52,147.04,1.0,3.89,0.92,12.06,8
198624,Krug Grande Cuvee 2019,White,Varietal/100%,['Chardonnay'],"['Beef', 'Poultry', 'Cheese']",19.5,Very light-bodied,Medium,NA,Chile,1475,Generic Region,15182,Generic Winery,15.96,0.85,0.6,1.6,0.45,15.9,260.15,0.99,2.95,0.36,11.3,5
198625,Silver Oak Cabernet 2017,White,Varietal/100%,['Sauvignon Blanc'],"['Beef', 'Poultry', 'Cheese']",13.8,Full-bodied,Low,NA,France,2245,Generic Region,15797,Generic Winery,13.18,0.25,0.33,1.73,0.45,20.33,259.97,1.0,3.74,1.96,13.88,9
198626,Miraval Rosé 2015,Dessert/Port,Varietal/100%,['Furmint'],"['Beef', 'Poultry', 'Cheese']",10.3,Medium-bodied,High,NA,New Zealand,2077,Generic Region,13310,Generic Winery,10.83,1.43,0.56,11.34,0.49,71.2,176.7,1.0,3.95,1.91,8.99,8
198627,Whispering Angel 2021,White,Varietal/100%,['Chenin Blanc'],"['Beef', 'Poultry', 'Cheese']",7.3,Very full-bodied,High,NA,Spain,2308,Generic Region,14177,Generic Winery,14.71,1.33,0.34,4.47,0.23,42.91,81.86,1.0,3.23,1.24,11.05,6
198628,Chateau d'Yquem 2020,Rosé,Assemblage/Blend,['Pinot Noir'],"['Beef', 'Poultry', 'Cheese']",8.5,Medium-bodied,Medium,NA,Argentina,1127,Generic Region,14831,Generic Winery,9.1,0.13,0.27,8.67,0.38,19.31,45.44,1.0,3.98,1.19,9.2,9
198629,Yellow Tail Shiraz 2020,Dessert/Port,Assemblage/Blend,['Touriga Nacional'],"['Beef', 'Poultry', 'Cheese']",17.6,Very light-bodied,Medium,NA,France,2040,Generic Region,15796,Generic Winery,11.82,1.34,0.21,0.76,0.09,64.9,253.31,1.0,3.48,1.43,9.23,7
198630,Gaja Barbaresco 2016,Red,Assemblage/Blend,['Sangiovese'],"['Beef', 'Poultry', 'Cheese']",16.6,Medium-bodied,Low,NA,Spain,2394,Generic Region,14124,Generic Winery,8.67,0.53,0.36,11.31,0.19,41.21,140.72,1.0,3.92,1.55,9.5,6
